state	year	county	precinct	g2012_USP_rv	g2012_USP_dv	g2012_USP_tv	cd	g2012_USH_rv	g2012_USH_tv	g2012_USH_dv	cd2	g2012_USH_rv2	g2012_USH_tv2	g2012_USH_dv2	ld	ld2	ld3	ld4	ld5	ld6	ld7	ld8	ld9	ld10	g2012_STH_dv	g2012_STH_dv10	g2012_STH_dv2	g2012_STH_dv3	g2012_STH_dv4	g2012_STH_dv5	g2012_STH_dv6	g2012_STH_dv7	g2012_STH_dv8	g2012_STH_dv9	g2012_STH_rv	g2012_STH_rv10	g2012_STH_rv2	g2012_STH_rv3	g2012_STH_rv4	g2012_STH_rv5	g2012_STH_rv6	g2012_STH_rv7	g2012_STH_rv8	g2012_STH_rv9	g2012_STH_tv	g2012_STH_tv10	g2012_STH_tv2	g2012_STH_tv3	g2012_STH_tv4	g2012_STH_tv5	g2012_STH_tv6	g2012_STH_tv7	g2012_STH_tv8	g2012_STH_tv9	sd	g2012_STS_rv	g2012_STS_dv	g2012_STS_tv	sd2	g2012_STS_rv2	g2012_STS_dv2	g2012_STS_tv2	g2012_USS_rv	g2012_USS_dv	g2012_USS_tv
"TN"	2012	"CLAIBORNE County"	"2-2 Goin"	272	68	346	2	253	308	48					35																				260										260										8	256		256					253	48	314
"TN"	2012	"CLAIBORNE County"	"2-3 Sandlick"	304	97	406	2	302	376	65					35																				326										326										8	310		310					288	74	379
"TN"	2012	"CLAIBORNE County"	"3-1 Lone Mountain"	179	55	241	2	175	229	41					35																				194										194										8	195		195					174	43	229
"TN"	2012	"CLAIBORNE County"	"3-2 New Tazewell"	794	278	1077	2	788	1008	186					35																				835										835										8	816		816					790	203	1033
"TN"	2012	"CLAIBORNE County"	"4-1 Gibson Hall"	75	38	114	2	76	103	25					35																				73										73										8	74		74					64	25	97
"TN"	2012	"CLAIBORNE County"	"4-2 Howard's Quarter"	114	36	152	2	110	131	17					35																				117										117										8	106		106					113	19	137
"TN"	2012	"CLAIBORNE County"	"4-3 Liberty"	113	26	140	2	96	125	23					35																				106										106										8	102		102					101	19	125
"TN"	2012	"CLAIBORNE County"	"4-4 Springdale"	501	161	670	2	485	624	112					35																				513										513										8	489		489					471	120	627
"TN"	2012	"CLAIBORNE County"	"5-1 Big Spring Union"	436	94	533	2	389	485	72					35																				397										397										8	392		392					386	70	485
"TN"	2012	"CLAIBORNE County"	"6-1 Harrogate"	1098	293	1408	2	1026	1297	231					35																				1068										1068										8	1069		1069					1026	231	1308
"TN"	2012	"CLAIBORNE County"	"7-1 Arthur"	1070	307	1399	2	994	1283	242					35																				1081										1081										8	1069		1069					1009	238	1305
"TN"	2012	"CLAIBORNE County"	"7-2 Cumberland Gap"	103	55	160	2	94	150	48					35																				106										106										8	111		111					107	41	154
"TN"	2012	"CLAIBORNE County"	"8-1 Rogers Mill"	418	121	542	2	392	500	89					35																				427										427										8	412		412					396	96	515
"TN"	2012	"CLAIBORNE County"	"8-2 Vanbebber Sprngs"	498	181	685	2	464	620	137					35																				486										486										8	484		484					477	135	635
"TN"	2012	"CLAIBORNE County"	"9-1 Clairfield"	134	62	199	2	103	162	54					35																				128										128										8	125		125					100	60	165
"TN"	2012	"CLAY County"	"1 Dentons Cross Road"	365	158	534	6	341	441						38										115										346										461																		355	99	478
"TN"	2012	"CLAY County"	"2 Hermitage Springs"	364	132	502	6	336	419						38										123										301										424																		331	95	440
"TN"	2012	"CLAY County"	"3 Celina"	240	270	515	6	229	368						38										198										245										443																		245	178	439
"TN"	2012	"CLAY County"	"4-1 Maple Grove"	116	78	194	6	108	150						38										54										104										158																		117	54	176
"TN"	2012	"CLAY County"	"4-2 Butlers Landing"	262	134	401	6	254	349						38										112										250										362																		247	96	368
"TN"	2012	"CLAY County"	"5-1 Arcot/Beech Beth"	169	100	275	6	149	215						38										100										142										242																		149	78	237
"TN"	2012	"CLAY County"	"5-2 Pea Ridge"	154	124	281	6	153	215						38										97										149										246																		153	81	243
"TN"	2012	"CLAY County"	"Early Voting"	77	41	118	6	79	87						38										34										75										109																		79	33	112
"TN"	2012	"COCKE County"	"Absentee"	222	101	326	1	225	304	73					11										90										210										300																		226	63	303
"TN"	2012	"COCKE County"	"Armory"	381	116	500	1	354	453	83					11										165										297										462																		365	90	467
"TN"	2012	"COCKE County"	"Bridgeport"	356	128	487	1	341	434	74					11										177										256										433																		359	71	444
"TN"	2012	"COCKE County"	"Centerview"	766	188	969	1	694	833	102					11										235										614										849																		716	109	862
"TN"	2012	"COCKE County"	"Central"	324	187	522	1	347	461	89					11										183										279										462																		375	91	485
"TN"	2012	"COCKE County"	"Cocke County High"	288	112	405	1	280	353	62					11										116										242										358																		300	64	374
"TN"	2012	"COCKE County"	"Cosby"	819	217	1063	1	739	940	155					11										244										701										945																		796	152	990
"TN"	2012	"COCKE County"	"Del Rio"	394	116	519	1	339	433	69					11										134										328										462																		379	71	476
"TN"	2012	"COCKE County"	"Edgemont"	437	164	616	1	395	522	99					11										204										351										555																		427	116	565
"TN"	2012	"COCKE County"	"Edwina"	731	154	900	1	658	784	99					11										202										578										780																		711	97	841
"TN"	2012	"COCKE County"	"Forest Hill"	390	114	509	1	370	468	79					11										159										309										468																		388	86	488
"TN"	2012	"COCKE County"	"Grassy Fork"	274	74	353	1	257	311	42					11										70										244										314																		261	41	320
"TN"	2012	"COCKE County"	"Houston Valley"	32	5	38	1	30	33	1					11										4										29										33																		31	2	34
"TN"	2012	"COCKE County"	"Long Creek"	294	76	373	1	270	327	48					11										85										235										320																		283	51	346
"TN"	2012	"COCKE County"	"Newport Grammer"	629	244	886	1	615	757	114					11										246										550										796																		644	114	782
"TN"	2012	"COCKE County"	"Northport"	454	175	639	1	443	556	90					11										193										373										566																		470	106	589
"TN"	2012	"COCKE County"	"Parrottsville"	639	223	877	1	607	770	132					11										237										565										802																		644	135	812
"TN"	2012	"COCKE County"	"Rankin"	144	51	198	1	130	159	23					11										35										131										166																		141	26	175
"TN"	2012	"COCKE County"	"Smoky Mountain"	443	173	635	1	393	544	119					11										160										374										534																		435	119	587
"TN"	2012	"COCKE County"	"West End"	442	186	639	1	410	534	96					11										217										340										557																		445	102	565
"TN"	2012	"COFFEE County"	"1 Ada Wright Center"	557	323	897	6	535	767						47										366										472										838										16	513	318	831					567	251	857
"TN"	2012	"COFFEE County"	"10-1 Goosepond"	537	238	792	6	527	713						47										270										475										745										16	510	223	733					546	180	770
"TN"	2012	"COFFEE County"	"11 Fredonia"	600	255	872	6	584	799						47										302										524										826										16	556	268	824					607	206	849
"TN"	2012	"COFFEE County"	"12 North Coffee"	727	235	969	6	674	878						47										304										604										908										16	636	255	891					699	204	934
"TN"	2012	"COFFEE County"	"13-1 Blanton's Chap"	445	165	625	6	434	577						47										203										389										592										16	400	180	580					456	135	616
"TN"	2012	"COFFEE County"	"13-2 Grace Baptist"	376	94	477	6	364	428						47										85										354										439										16	352	86	438					381	67	458
"TN"	2012	"COFFEE County"	"14 Hickerson"	723	251	995	6	684	908						47										284										662										946										16	661	271	932					728	193	961
"TN"	2012	"COFFEE County"	"15 Grace Baptist"	895	326	1255	6	881	1144						47										315										885										1200										16	854	325	1179					916	241	1214
"TN"	2012	"COFFEE County"	"16 Lion's Club"	1045	378	1446	6	1035	1313						47										332										1048										1380										16	959	395	1354					1115	233	1400
"TN"	2012	"COFFEE County"	"17 Hands On Science"	245	206	457	6	221	370						47										172										231										403										16	222	183	405					245	161	427
"TN"	2012	"COFFEE County"	"18 First Christian"	577	260	850	6	554	737						47										233										564										797										16	543	253	796					576	200	819
"TN"	2012	"COFFEE County"	"19 CD Stamps Center"	236	315	564	6	256	454						47										247										261										508										16	254	257	511					269	237	531
"TN"	2012	"COFFEE County"	"2 St Paul UMC"	319	179	512	6	304	448						47										197										274										471										16	284	177	461					319	133	490
"TN"	2012	"COFFEE County"	"20 Sr Citizens Ctr"	641	345	1014	6	640	886						47										315										629										944										16	630	315	945					675	247	969
"TN"	2012	"COFFEE County"	"21 Wilson Ave C of C"	720	359	1090	6	702	958						47										338										681										1019										16	674	346	1020					730	268	1041
"TN"	2012	"COFFEE County"	"3 Trinity"	703	296	1012	6	691	904						47										370										595										965										16	638	309	947					711	224	971
"TN"	2012	"COFFEE County"	"4 First Baptist"	588	317	923	6	579	802						47										360										510										870										16	527	328	855					597	239	872
"TN"	2012	"COFFEE County"	"5 Hillsboro"	626	306	943	6	620	822						47										351										528										879										16	586	289	875					643	227	902
"TN"	2012	"COFFEE County"	"6 Tennessee Voc Ctr"	507	221	750	6	482	668						47										265										435										700										16	468	216	684					512	186	722
"TN"	2012	"COFFEE County"	"7 Forest Mill"	647	272	939	6	609	829						47										345										537										882										16	589	284	873					644	226	912
"TN"	2012	"COFFEE County"	"8 New Union"	792	275	1084	6	759	991						47										397										635										1032										16	725	287	1012					775	232	1046
"TN"	2012	"COFFEE County"	"9-1 Pocahontas"	331	152	494	6	340	446						47										187										281										468										16	305	155	460					331	123	483
"TN"	2012	"COFFEE County"	"9-2 Summitville"	186	102	299	6	184	260						47										111										166										277										16	172	98	270					185	75	286
"TN"	2012	"CROCKETT County"	"01"	288	95	388	8	299	363	54					82										174										185										359																		266	68	344
"TN"	2012	"CROCKETT County"	"02"	389	103	497	8	421	482	52					82										203										261										464																		365	68	443
"TN"	2012	"CROCKETT County"	"03"	312	117	432	8	326	402	65					82										192										200										392																		290	71	374
"TN"	2012	"CROCKETT County"	"04"	351	104	458	8	382	444	57					82										180										238										418																		330	71	406
"TN"	2012	"CROCKETT County"	"05"	140	305	448	8	176	379	195					82										278										91										369																		153	211	374
"TN"	2012	"CROCKETT County"	"06"	362	98	462	8	364	446	74					82										175										246										421																		333	79	427
"TN"	2012	"CROCKETT County"	"07"	254	155	411	8	283	375	84					82										218										159										377																		247	103	355
"TN"	2012	"CROCKETT County"	"08"	395	109	512	8	421	486	54					82										226										254										480																		390	62	459
"TN"	2012	"CROCKETT County"	"09"	291	128	422	8	300	395	86					82										169										216										385																		284	87	385
"TN"	2012	"CROCKETT County"	"10"	203	180	386	8	202	323	118					82										176										151										327																		198	135	343
"TN"	2012	"CROCKETT County"	"11"	379	107	492	8	401	469	51					82										169										282										451																		378	62	452
"TN"	2012	"CROCKETT County"	"12"	419	168	590	8	406	543	122					82										213										318										531																		389	131	538
"TN"	2012	"CUMBERLAND County"	"1 Cornerstone"	1713	607	2357	6	1477	1953						25										560										1614										2174																		1666	406	2202
"TN"	2012	"CUMBERLAND County"	"2 Community Complex"	1156	369	1554	6	980	1301						25										331										1058										1389																		1098	260	1441
"TN"	2012	"CUMBERLAND County"	"3 Big Lick"	491	172	671	6	405	544						25										144										456										600																		461	144	630
"TN"	2012	"CUMBERLAND County"	"3 Dorton"	259	79	342	6	204	268						25										74										238										312																		241	64	315
"TN"	2012	"CUMBERLAND County"	"3 Homestead"	808	259	1076	6	680	863						25										239										765										1004																		771	172	1002
"TN"	2012	"CUMBERLAND County"	"3 Linary"	473	131	608	6	399	492						25										121										425										546																		443	91	558
"TN"	2012	"CUMBERLAND County"	"4 Bakers"	463	150	619	6	386	492						25										127										428										555																		446	98	565
"TN"	2012	"CUMBERLAND County"	"4 Oak Hill"	826	227	1063	6	710	872						25										180										793										973																		773	167	980
"TN"	2012	"CUMBERLAND County"	"4 Tabor"	647	175	830	6	542	688						25										158										594										752																		614	130	780
"TN"	2012	"CUMBERLAND County"	"5 Lantana"	506	190	703	6	411	546						25										176										445										621																		469	126	628
"TN"	2012	"CUMBERLAND County"	"5 Tansi"	1303	407	1733	6	1128	1450						25										347										1251										1598																		1253	296	1630
"TN"	2012	"CUMBERLAND County"	"5 Vandever"	530	138	676	6	460	581						25										133										484										617																		500	115	635
"TN"	2012	"CUMBERLAND County"	"6 Chestnut Hill"	566	217	791	6	482	653						25										199										526										725																		545	163	749
"TN"	2012	"CUMBERLAND County"	"6 Crab Orchard"	291	110	413	6	237	321						25										94										272										366																		274	75	370
"TN"	2012	"CUMBERLAND County"	"6 Grassy Cove"	268	58	332	6	224	288						25										54										249										303																		253	52	320
"TN"	2012	"CUMBERLAND County"	"6 Ozone-Pineview"	393	154	559	6	316	431						25										141										332										473																		376	122	522
"TN"	2012	"CUMBERLAND County"	"7 Mayland"	642	211	869	6	543	730						25										206										572										778																		593	154	799
"TN"	2012	"CUMBERLAND County"	"7 Rinnie"	323	48	376	6	240	295						25										59										265										324																		280	43	342
"TN"	2012	"CUMBERLAND County"	"7 Woody"	731	236	989	6	604	781						25										208										665										873																		692	168	900
"TN"	2012	"CUMBERLAND County"	"8 Midway"	203	53	259	6	157	206						25										42										185										227																		186	42	237
"TN"	2012	"CUMBERLAND County"	"8 Pleasant Hill"	495	313	845	6	426	648						25										291										441										732																		467	207	777
