state	year	county	precinct	g2012_BALL_tv	g2012_REG_tv	g2012_USP_dv	g2012_USP_rv	g2012_USP_tv	cd	g2012_USH_dv	g2012_USH_rv	g2012_USH_tv	cd2	g2012_USH_dv2	g2012_USH_rv2	g2012_USH_tv2	cd3	g2012_USH_dv3	g2012_USH_rv3	g2012_USH_tv3
"IL"	2012	"Bureau"	"Neponset"	339	481	186	145	338	16	144	180	324								
"IL"	2012	"Bureau"	"Ohio 1"	308	435	162	140	307	16	129	169	298								
"IL"	2012	"Bureau"	"Ohio 2"	109	153	28	80	109	16	22	85	107								
"IL"	2012	"Bureau"	"Princeton 1"	595	766	235	346	590	16	162	423	585								
"IL"	2012	"Bureau"	"Princeton 2"	499	745	204	275	498	16	150	339	489								
"IL"	2012	"Bureau"	"Princeton 3"	556	848	237	297	554	16	155	385	540								
"IL"	2012	"Bureau"	"Princeton 4"	487	753	201	268	485	16	143	327	470								
"IL"	2012	"Bureau"	"Princeton 5"	408	635	174	216	403	16	118	284	402								
"IL"	2012	"Bureau"	"Princeton 6"	561	749	221	326	559	16	139	400	539								
"IL"	2012	"Bureau"	"Princeton 7"	418	674	221	181	417	16	164	248	412								
"IL"	2012	"Bureau"	"Princeton 8"	571	753	229	329	569	16	162	399	561								
"IL"	2012	"Bureau"	"Princeton 9"	634	812	222	400	632	16	143	468	611								
"IL"	2012	"Bureau"	"Selby 1"	201	266	93	96	198	16	69	124	193								
"IL"	2012	"Bureau"	"Selby 2"	306	504	192	105	304	16	170	125	295								
"IL"	2012	"Bureau"	"Selby 3"	281	440	213	63	278	16	175	95	270								
"IL"	2012	"Bureau"	"Walnut 1"	435	612	206	219	433	16	139	282	421								
"IL"	2012	"Bureau"	"Walnut 2"	400	565	147	244	399	16	108	281	389								
"IL"	2012	"Bureau"	"Westfield 1"	167	223	81	80	165	16	69	94	163								
"IL"	2012	"Bureau"	"Westfield 2"	351	459	195	146	349	16	153	180	333								
"IL"	2012	"Bureau"	"Wheatland"	77	98	22	55	77	16	20	54	74								
"IL"	2012	"Bureau"	"Wyanet 1"	341	521	134	196	339	16	94	236	330								
"IL"	2012	"Bureau"	"Wyanet 2"	284	417	128	150	283	16	77	199	276								
"IL"	2012	"Calhoun"	"Belleview"	133	188	26	102	130	13	30	90	120								
"IL"	2012	"Calhoun"	"Carlin"	85	104	22	59	85	13	29	44	73								
"IL"	2012	"Calhoun"	"Crater"	277	411	128	134	268	13	135	101	236								
"IL"	2012	"Calhoun"	"Gilead"	167	242	60	104	166	13	60	89	149								
"IL"	2012	"Calhoun"	"Hamburg"	267	389	134	118	263	13	138	99	237								
"IL"	2012	"Calhoun"	"Hardin"	651	907	271	348	629	13	301	265	566								
"IL"	2012	"Calhoun"	"Point"	620	825	253	337	603	13	242	278	520								
"IL"	2012	"Calhoun"	"Richwoods"	454	613	186	238	432	13	181	194	375								
"IL"	2012	"Carroll"	"Cherry Grove-Shanton 1"	311	420	96	210	310	17	90	215	305								
"IL"	2012	"Carroll"	"Cherry Grove-Shanton 2"	449	644	167	271	448	17	150	282	432								
"IL"	2012	"Carroll"	"Elkhorn Grove"	134	187	53	77	134	17	39	87	126								
"IL"	2012	"Carroll"	"Fair Haven"	420	633	167	240	419	17	132	278	410								
"IL"	2012	"Carroll"	"Freedom"	475	608	158	310	473	17	139	328	467								
"IL"	2012	"Carroll"	"Mt  Carroll 2"	512	733	256	238	512	17	222	280	502								
"IL"	2012	"Carroll"	"Mt Carroll 1"	297	457	155	130	296	17	138	151	289								
"IL"	2012	"Carroll"	"Mt Carroll 3"	295	432	159	127	295	17	103	149	252								
"IL"	2012	"Carroll"	"Rock Creek-Lima 1"	457	686	216	221	456	17	169	270	439								
"IL"	2012	"Carroll"	"Rock Creek-Lima 2"	524	771	236	265	524	17	190	310	500								
"IL"	2012	"Carroll"	"Salem"	188	267	79	105	188	17	68	115	183								
"IL"	2012	"Carroll"	"Savanna 1"	205	324	135	65	205	17	120	76	196								
"IL"	2012	"Carroll"	"Savanna 2"	150	280	94	54	150	17	85	59	144								
"IL"	2012	"Carroll"	"Savanna 3"	175	336	127	44	173	17	108	63	171								
"IL"	2012	"Carroll"	"Savanna 4"	325	525	198	122	325	17	170	144	314								
"IL"	2012	"Carroll"	"Savanna 5"	265	401	159	99	264	17	143	113	256								
"IL"	2012	"Carroll"	"Savanna 6"	359	678	262	91	358	17	225	118	343								
"IL"	2012	"Carroll"	"Washington"	211	297	115	90	210	17	104	97	201								
"IL"	2012	"Carroll"	"Woodland"	176	234	73	96	175	17	64	108	172								
"IL"	2012	"Carroll"	"Wysox 1"	383	570	162	212	382	17	140	239	379								
"IL"	2012	"Carroll"	"Wysox 2"	237	387	118	114	237	17	107	129	236								
"IL"	2012	"Carroll"	"York"	881	1312	480	374	872	17	416	448	864								
"IL"	2012	"Cass"	"Arenzville 11"	389	616	135	249	388	18	73	311	384								
"IL"	2012	"Cass"	"Ashland 20"	259	409	88	162	258	18	58	193	251								
"IL"	2012	"Cass"	"Ashland 21"	378	623	120	250	376	18	83	286	369								
"IL"	2012	"Cass"	"Beardstown 1"	163	445	97	58	162	18	62	94	156								
"IL"	2012	"Cass"	"Beardstown 2"	246	649	113	123	241	18	71	172	243								
"IL"	2012	"Cass"	"Beardstown 3"	141	457	96	42	140	18	69	68	137								
"IL"	2012	"Cass"	"Beardstown 4"	193	509	103	77	193	18	58	127	185								
"IL"	2012	"Cass"	"Beardstown 5"	176	356	82	91	176	18	51	117	168								
"IL"	2012	"Cass"	"Beardstown 6"	266	547	141	114	261	18	89	172	261								
"IL"	2012	"Cass"	"Beardstown 7"	441	970	203	227	434	18	121	310	431								
"IL"	2012	"Cass"	"Beardstown 8"	156	419	84	69	154	18	59	93	152								
"IL"	2012	"Cass"	"Bluff Springs 10"	454	672	176	265	452	18	107	338	445								
"IL"	2012	"Cass"	"Chandlerville 18"	201	365	70	117	199	18	52	143	195								
"IL"	2012	"Cass"	"Hagener 9"	160	285	61	98	160	18	32	125	157								
"IL"	2012	"Cass"	"Newsmansville 19"	31	41	8	23	31	18	4	27	31								
"IL"	2012	"Cass"	"Panther Creek 17"	168	260	55	110	168	18	40	123	163								
"IL"	2012	"Cass"	"Philadelphia 16"	117	171	37	78	116	18	21	92	113								
"IL"	2012	"Cass"	"Sangamon Valley 12"	192	268	72	112	191	18	43	147	190								
"IL"	2012	"Cass"	"Virgina 14"	170	289	58	105	168	18	33	127	160								
"IL"	2012	"Cass"	"Virginia 13"	245	451	108	127	242	18	77	161	238								
"IL"	2012	"Cass"	"Virginia 15"	376	589	146	210	368	18	109	256	365								
"IL"	2012	"Champaign"	"Ayers"	230	292	80	148	230	15	65	160	225								
"IL"	2012	"Champaign"	"Brown Fisher"	727	1031	187	512	721	15	172	519	691								
"IL"	2012	"Champaign"	"Brown Foosland"	150	188	25	124	150	15	30	113	143								
"IL"	2012	"Champaign"	"Champaign 1"	128	210	73	46	126	13	69	40	109								
"IL"	2012	"Champaign"	"Champaign 2"	1241	1606	472	736	1237	13	437	719	1156								
"IL"	2012	"Champaign"	"Champaign 3"	1451	1787	567	861	1449	13	528	829	1357								
"IL"	2012	"Champaign"	"Champaign 4"	1589	2126	801	736	1584	13	738	703	1441								
"IL"	2012	"Champaign"	"Champaign 5"	1198	1539	522	643	1195	13	483	619	1102								
"IL"	2012	"Champaign"	"Champaign 6"	1295	1660	648	598	1289	13	600	575	1175								
"IL"	2012	"Champaign"	"City of Champaign 1"	670	1042	647	13	666	13	598	23	621								
"IL"	2012	"Champaign"	"City of Champaign 10"	547	999	431	102	543	13	379	105	484								
"IL"	2012	"Champaign"	"City of Champaign 11"	870	1212	667	139	865	13	649	140	789								
"IL"	2012	"Champaign"	"City of Champaign 12"	762	1064	561	148	758	13	533	142	675								
"IL"	2012	"Champaign"	"City of Champaign 13"	874	1151	645	182	874	13	613	173	786								
"IL"	2012	"Champaign"	"City of Champaign 14"	329	510	228	77	327	13	214	84	298								
"IL"	2012	"Champaign"	"City of Champaign 15"	634	870	392	212	629	13	370	205	575								
"IL"	2012	"Champaign"	"City of Champaign 16"	521	669	284	224	520	13	270	205	475								
"IL"	2012	"Champaign"	"City of Champaign 17"	1136	1654	692	412	1128	13	628	389	1017								
"IL"	2012	"Champaign"	"City of Champaign 18"	783	1181	412	354	780	13	384	329	713								
"IL"	2012	"Champaign"	"City of Champaign 19"	677	896	441	200	675	13	422	192	614								
"IL"	2012	"Champaign"	"City of Champaign 2"	254	378	191	51	254	13	174	43	217								
"IL"	2012	"Champaign"	"City of Champaign 20"	820	972	538	252	817	13	507	251	758								
"IL"	2012	"Champaign"	"City of Champaign 21"	491	579	310	154	490	13	283	156	439								
"IL"	2012	"Champaign"	"City of Champaign 22"	350	429	183	155	350	13	180	147	327								
"IL"	2012	"Champaign"	"City of Champaign 23"	385	502	182	179	384	13	174	174	348								
"IL"	2012	"Champaign"	"City of Champaign 24"	1304	1610	675	594	1296	13	626	581	1207								
"IL"	2012	"Champaign"	"City of Champaign 25"	508	694	311	160	507	13	307	159	466								
"IL"	2012	"Champaign"	"City of Champaign 26"	789	1052	455	294	788	13	415	296	711								
"IL"	2012	"Champaign"	"City of Champaign 27"	464	579	237	204	461	13	227	199	426								
"IL"	2012	"Champaign"	"City of Champaign 28"	363	454	218	130	361	13	199	132	331								
"IL"	2012	"Champaign"	"City of Champaign 29"	503	660	256	230	497	13	241	215	456								
"IL"	2012	"Champaign"	"City of Champaign 3"	601	1090	400	179	597	13	341	165	506								
"IL"	2012	"Champaign"	"City of Champaign 30"	661	995	462	175	656	13	429	165	594								
"IL"	2012	"Champaign"	"City of Champaign 31"	573	845	372	173	571	13	339	158	497								
"IL"	2012	"Champaign"	"City of Champaign 32"	873	1101	437	401	866	13	415	377	792								
"IL"	2012	"Champaign"	"City of Champaign 33"	1124	1418	561	538	1119	13	510	518	1028								
"IL"	2012	"Champaign"	"City of Champaign 34"	1676	2327	835	788	1669	13	778	749	1527								
"IL"	2012	"Champaign"	"City of Champaign 35"	973	1502	600	345	971	13	549	320	869								
"IL"	2012	"Champaign"	"City of Champaign 36"	808	1045	448	336	807	13	400	321	721								
"IL"	2012	"Champaign"	"City of Champaign 37"	1269	1767	716	526	1265	13	632	502	1134								
"IL"	2012	"Champaign"	"City of Champaign 38"	1128	1444	548	557	1124	13	493	539	1032								
"IL"	2012	"Champaign"	"City of Champaign 39"	575	688	284	273	575	13	276	259	535								
"IL"	2012	"Champaign"	"City of Champaign 4"	659	1665	363	267	657	13	308	236	544								
"IL"	2012	"Champaign"	"City of Champaign 5"	870	1919	596	235	870	13	487	221	708								
"IL"	2012	"Champaign"	"City of Champaign 6"	924	1794	716	180	919	13	656	171	827								
"IL"	2012	"Champaign"	"City of Champaign 7"	593	952	431	118	592	13	392	111	503								
"IL"	2012	"Champaign"	"City of Champaign 8"	554	1129	359	167	553	13	301	173	474								
"IL"	2012	"Champaign"	"City of Champaign 9"	732	1352	611	98	728	13	534	107	641								
"IL"	2012	"Champaign"	"Colfax"	152	183	57	88	151	13	61	79	140								
"IL"	2012	"Champaign"	"Compromise Gifford"	562	742	135	412	555	15	113	414	527								
"IL"	2012	"Champaign"	"Compromise Penfield"	172	235	50	116	171	15	47	114	161								
"IL"	2012	"Champaign"	"Condit"	271	362	51	217	271	15	54	207	261								
"IL"	2012	"Champaign"	"Crittenden"	203	245	64	131	202	15	54	140	194								
"IL"	2012	"Champaign"	"Cunnigham 10"	485	564	411	55	484	13	404	49	453								
"IL"	2012	"Champaign"	"Cunnigham 11"	312	409	239	53	310	13	236	45	281								
"IL"	2012	"Champaign"	"Cunnigham 12"	866	1165	631	161	866	13	638	156	794								
"IL"	2012	"Champaign"	"Cunnigham 13"	509	717	345	134	507	13	338	124	462								
"IL"	2012	"Champaign"	"Cunnigham 14"	717	877	488	203	714	13	466	191	657								
"IL"	2012	"Champaign"	"Cunnigham 15"	490	617	319	148	487	13	303	146	449								
"IL"	2012	"Champaign"	"Cunnigham 16"	534	743	361	138	531	13	352	133	485								
"IL"	2012	"Champaign"	"Cunnigham 17"	720	1035	405	280	717	15	385	261	646	15	0	2	2				
"IL"	2012	"Champaign"	"Cunnigham 18"	688	1017	412	245	686	13	390	234	624								
"IL"	2012	"Champaign"	"Cunnigham 19"	1241	1854	882	319	1232	13	815	311	1126								
"IL"	2012	"Champaign"	"Cunnigham 20"	524	756	285	213	518	13	263	201	464								
"IL"	2012	"Champaign"	"Cunnigham 21"	594	852	446	131	593	13	404	124	528								
"IL"	2012	"Champaign"	"Cunnigham 23"	1046	1373	559	464	1042	13	508	454	962								
"IL"	2012	"Champaign"	"Cunnigham 5"	411	993	320	70	410	13	262	73	335								
"IL"	2012	"Champaign"	"Cunnigham 6"	483	762	366	88	481	13	348	79	427								
"IL"	2012	"Champaign"	"Cunnigham 7"	401	583	311	45	400	13	306	44	350								
"IL"	2012	"Champaign"	"Cunnigham 8"	589	976	446	78	588	13	454	71	525								
"IL"	2012	"Champaign"	"Cunnigham 9"	657	1231	510	108	654	13	502	108	610								
"IL"	2012	"Champaign"	"Cunnignham 4"	385	767	320	47	385	13	258	50	308								
"IL"	2012	"Champaign"	"Cunningham 1"	761	1145	726	20	758	13	655	29	684								
"IL"	2012	"Champaign"	"Cunningham 2"	237	355	182	34	237	13	169	38	207								
"IL"	2012	"Champaign"	"Cunningham 22"	761	1037	498	232	757	13	473	214	687								
"IL"	2012	"Champaign"	"Cunningham 3"	391	857	287	85	390	13	232	78	310								
"IL"	2012	"Champaign"	"East Bend"	353	454	71	273	353	15	61	274	335								
"IL"	2012	"Champaign"	"Harwood"	285	410	72	202	279	15	74	194	268								
"IL"	2012	"Champaign"	"Hensley"	548	733				15	92	269	361	15	112	38	150				
"IL"	2012	"Champaign"	"Kerr"	74	104	12	62	74	15	10	61	71								
"IL"	2012	"Champaign"	"Ludlow 1"	273	389	95	171	271	15	82	179	261								
"IL"	2012	"Champaign"	"Ludlow 2"	622	1003	247	362	621	15	216	378	594								
"IL"	2012	"Champaign"	"Ludlow 3"	636	971	321	303	632	15	289	319	608								
"IL"	2012	"Champaign"	"Mahomet 1"	1560	1975	478	1056	1559	15	364	1104	1468								
"IL"	2012	"Champaign"	"Mahomet 2"	940	1239	275	653	940	15	220	669	889								
"IL"	2012	"Champaign"	"Mahomet 3"	816	1277	319	472	816	15	293	473	766								
"IL"	2012	"Champaign"	"Mahomet 4"	1516	1907	404	1074	1511	15	331	1111	1442								
"IL"	2012	"Champaign"	"Mahomet 5"	1142	1503	341	773	1141	15	295	777	1072								
"IL"	2012	"Champaign"	"Newcomb"	733	914	236	481	730	15	210	482	692								
"IL"	2012	"Champaign"	"Ogden 1"	533	721	351	371	732	15	139	367	506								
"IL"	2012	"Champaign"	"Ogden 2"	308	385	59	245	306	15	35	253	288								
"IL"	2012	"Champaign"	"Pesotum"	485	633	140	339	484	15	128	327	455								
"IL"	2012	"Champaign"	"Philo"	1070	1355	347	685	1060	13	312	629	941								
"IL"	2012	"Champaign"	"Rantoul 1 "	622	869	225	388	618	15	209	380	589								
"IL"	2012	"Champaign"	"Rantoul 2"	541	919	309	221	538	15	277	232	509								
"IL"	2012	"Champaign"	"Rantoul 3"	446	640	187	247	445	15	172	250	422								
"IL"	2012	"Champaign"	"Rantoul 4"	679	1030	204	453	675	15	210	440	650								
"IL"	2012	"Champaign"	"Rantoul 5"	843	1354	444	372	837	15	423	371	794								
"IL"	2012	"Champaign"	"Rantuoul 6"	624	1176	360	239	618	15	336	250	586								
"IL"	2012	"Champaign"	"Raymond"	189	263	66	118	187	13	59	120	179								
"IL"	2012	"Champaign"	"Sadorus Ivesdale"	201	267	79	113	198	13	67	92	159								
"IL"	2012	"Champaign"	"Sadorus Sadorus"	293	416	101	181	291	13	71	164	235								
"IL"	2012	"Champaign"	"Scott Bondville"	294	398	101	182	294	13	94	173	267								
"IL"	2012	"Champaign"	"Scott Seymour"	211	296	67	140	211	13	51	137	188								
"IL"	2012	"Champaign"	"Sidney"	849	1101	232	593	848	15	197	594	791								
"IL"	2012	"Champaign"	"Somer"	478	695				15	131	233	364	13	24	54	78				
"IL"	2012	"Champaign"	"South Homer"	743	1054	214	506	738	15	190	517	707								
"IL"	2012	"Champaign"	"St Joseph 1"	919	1227	264	625	909	15	230	646	876								
"IL"	2012	"Champaign"	"St Joseph 2"	1137	1519	319	786	1130	15	292	787	1079								
"IL"	2012	"Champaign"	"St Joseph 3"	741	915	159	571	738	15	141	563	704								
"IL"	2012	"Champaign"	"Stanton"	288	368	46	232	286	15	42	229	271								
"IL"	2012	"Champaign"	"Tolono 1"	902	1249	315	566	895	13	269	539	808								
"IL"	2012	"Champaign"	"Tolono 2"	668	890	320	334	668	13	284	320	604								
"IL"	2012	"Champaign"	"Tolono 3"	736	960	196	519	733	13	176	477	653								
"IL"	2012	"Champaign"	"Urbana 1"	318	405	165	143	315	13	156	142	298								
"IL"	2012	"Champaign"	"Urbana 2"	835	1185	391	423	832	13	352	391	743								
"IL"	2012	"Champaign"	"Urbana 3"	763	1127	406	333	762	13	363	320	683								
"IL"	2012	"Champaign"	"Urbana 4"	927	1477	510	379	928	13	467	352	819								
"IL"	2012	"Chcago"	"Ward 30 Precinct 1"	489	737	377	103	487	4	368	97	465								
"IL"	2012	"Chcago"	"Ward 30 Precinct 10"	420	708	341	69	416	4	323	70	393								
"IL"	2012	"Chcago"	"Ward 30 Precinct 11"	378	641	336	33	370	4	323	37	360								
"IL"	2012	"Chcago"	"Ward 30 Precinct 12"	410	693	316	83	406	4	306	72	378								
"IL"	2012	"Chcago"	"Ward 30 Precinct 13"	275	435	206	58	269	4	209	41	250								
"IL"	2012	"Chcago"	"Ward 30 Precinct 14"	395	688	320	65	388	4	323	47	370								
"IL"	2012	"Chcago"	"Ward 30 Precinct 15"	393	530				5	209	62	271	4	62	12	74				
"IL"	2012	"Chcago"	"Ward 30 Precinct 16"	217	379	170	39	210	4	151	43	194								
"IL"	2012	"Chcago"	"Ward 30 Precinct 17"	429	689				5	165	29	194	4	151	33	184				
"IL"	2012	"Chcago"	"Ward 30 Precinct 18"	376	723	309	49	368	4	308	46	354								
"IL"	2012	"Chcago"	"Ward 30 Precinct 19"	389	747	328	43	382	4	328	47	375								
"IL"	2012	"Chcago"	"Ward 30 Precinct 2"	434	721	346	77	427	4	335	67	402								
"IL"	2012	"Chcago"	"Ward 30 Precinct 20"	429	665	337	81	425	4	324	81	405								
"IL"	2012	"Chcago"	"Ward 30 Precinct 21"	472	749				5	228	65	293	4	92	29	121				
"IL"	2012	"Chcago"	"Ward 30 Precinct 22"	477	752	393	55	463	4	386	58	444								
"IL"	2012	"Chcago"	"Ward 30 Precinct 23"	395	690	325	58	391	4	304	58	362								
"IL"	2012	"Chcago"	"Ward 30 Precinct 24"	449	766	335	94	441	4	331	67	398								
"IL"	2012	"Chcago"	"Ward 30 Precinct 25"	459	778	354	80	448	4	340	75	415								
"IL"	2012	"Chcago"	"Ward 30 Precinct 26"	303	503	244	50	297	4	222	53	275								
"IL"	2012	"Chcago"	"Ward 30 Precinct 27"	275	437	224	48	275	4	221	38	259								
"IL"	2012	"Chcago"	"Ward 30 Precinct 28"	451	651	374	62	442	4	362	57	419								
"IL"	2012	"Chcago"	"Ward 30 Precinct 29"	296	482	237	53	290	4	239	37	276								
"IL"	2012	"Chcago"	"Ward 30 Precinct 3"	314	490	242	53	308	4	235	57	292								
"IL"	2012	"Chcago"	"Ward 30 Precinct 30"	196	341	170	17	191	4	158	17	175								
"IL"	2012	"Chcago"	"Ward 30 Precinct 31"	281	418	204	67	279	4	196	64	260								
"IL"	2012	"Chcago"	"Ward 30 Precinct 32"	323	482	263	48	322	4	255	46	301								
"IL"	2012	"Chcago"	"Ward 30 Precinct 4"	447	703	329	110	443	4	327	83	410								
"IL"	2012	"Chcago"	"Ward 30 Precinct 5"	388	651	325	50	380	4	305	39	344								
"IL"	2012	"Chcago"	"Ward 30 Precinct 6"	356	558	291	53	344	4	277	46	323								
"IL"	2012	"Chcago"	"Ward 30 Precinct 7"	464	718	365	70	454	4	353	72	425								
"IL"	2012	"Chcago"	"Ward 30 Precinct 8"	441	763	359	67	436	4	341	77	418								
"IL"	2012	"Chcago"	"Ward 30 Precinct 9"	381	675	273	96	373	4	269	77	346								
"IL"	2012	"Chicago"	"Ward 1 Precinct 1"	500	681	423	48	492	4	403	60	463								
"IL"	2012	"Chicago"	"Ward 1 Precinct 10"	565	733	440	102	562	5	396	98	494								
"IL"	2012	"Chicago"	"Ward 1 Precinct 11"	635	777	505	109	631	5	445	111	556								
"IL"	2012	"Chicago"	"Ward 1 Precinct 12"	597	819	436	133	593	7	385	111	496								
"IL"	2012	"Chicago"	"Ward 1 Precinct 13"	527	747	440	59	514	4	423	56	479								
"IL"	2012	"Chicago"	"Ward 1 Precinct 14"	573	704	473	78	567	5	315	61	376	7	102	16	118				
"IL"	2012	"Chicago"	"Ward 1 Precinct 15"	489	659	407	59	483	4	327	61	388	7	46	7	53				
"IL"	2012	"Chicago"	"Ward 1 Precinct 16"	615	844	544	44	611	4	529	56	585								
"IL"	2012	"Chicago"	"Ward 1 Precinct 17"	447	604	389	30	434	4	370	49	419								
"IL"	2012	"Chicago"	"Ward 1 Precinct 18"	494	691	436	32	483	4	408	57	465								
"IL"	2012	"Chicago"	"Ward 1 Precinct 19"	611	852	503	68	600	4	477	83	560								
"IL"	2012	"Chicago"	"Ward 1 Precinct 2"	432	601	388	30	430	4	363	43	406								
"IL"	2012	"Chicago"	"Ward 1 Precinct 20"	451	613	375	42	436	4	360	55	415								
"IL"	2012	"Chicago"	"Ward 1 Precinct 21"	630	803	480	118	622	5	430	108	538								
"IL"	2012	"Chicago"	"Ward 1 Precinct 22"	309	469	277	23	306	4	252	32	284								
"IL"	2012	"Chicago"	"Ward 1 Precinct 23"	685	846	566	76	679	4	541	95	636								
"IL"	2012	"Chicago"	"Ward 1 Precinct 24"	463	685	416	20	453	4	365	32	397								
"IL"	2012	"Chicago"	"Ward 1 Precinct 25"	481	681	416	43	475	4	384	59	443								
"IL"	2012	"Chicago"	"Ward 1 Precinct 26"	325	588	301	16	322	4	263	59	322								
"IL"	2012	"Chicago"	"Ward 1 Precinct 27"	517	732	408	89	512	4	391	95	486								
"IL"	2012	"Chicago"	"Ward 1 Precinct 28"	473	625	421	33	464	4	196	30	226	5	173	11	184				
"IL"	2012	"Chicago"	"Ward 1 Precinct 29"	512	667	411	87	508	4	400	93	493								
"IL"	2012	"Chicago"	"Ward 1 Precinct 3"	631	798	507	95	624	5	449	100	549								
"IL"	2012	"Chicago"	"Ward 1 Precinct 30"	479	726	402	50	467	4	371	70	441								
"IL"	2012	"Chicago"	"Ward 1 Precinct 31"	507	701	424	57	494	4	403	66	469								
"IL"	2012	"Chicago"	"Ward 1 Precinct 32"	486	689	382	88	483	5	201	48	249	7	126	34	160				
"IL"	2012	"Chicago"	"Ward 1 Precinct 33"	531	764	420	88	528	5	365	81	446								
"IL"	2012	"Chicago"	"Ward 1 Precinct 34"	549	750	457	55	543	4	451	68	519								
"IL"	2012	"Chicago"	"Ward 1 Precinct 35"	539	755	420	92	532	5	369	83	452								
"IL"	2012	"Chicago"	"Ward 1 Precinct 36"	602	704	453	121	596	5	414	110	524								
"IL"	2012	"Chicago"	"Ward 1 Precinct 37"	548	712	398	120	544	5	347	112	459								
"IL"	2012	"Chicago"	"Ward 1 Precinct 38"	529	687	439	62	522	4	330	48	378	5	82	21	103				
"IL"	2012	"Chicago"	"Ward 1 Precinct 39"	443	679	379	54	441	5	309	50	359								
"IL"	2012	"Chicago"	"Ward 1 Precinct 4"	569	738	439	110	565	5	374	108	482								
"IL"	2012	"Chicago"	"Ward 1 Precinct 40"	526	697	430	71	518	5	336	63	399								
"IL"	2012	"Chicago"	"Ward 1 Precinct 5"	585	754	477	86	581	5	415	80	495								
"IL"	2012	"Chicago"	"Ward 1 Precinct 6"	538	708	412	98	532	5	357	91	448								
"IL"	2012	"Chicago"	"Ward 1 Precinct 7"	491	674	412	50	487	4	388	69	457								
"IL"	2012	"Chicago"	"Ward 1 Precinct 8"	507	690	415	66	496	5	347	56	403								
"IL"	2012	"Chicago"	"Ward 1 Precinct 9"	564	716	446	75	542	4	397	104	501								
"IL"	2012	"Chicago"	"Ward 10 Precinct 1"	446	606	422	14	437	2	314	24	338								
"IL"	2012	"Chicago"	"Ward 10 Precinct 10"	438	671	321	101	431	2	165	134	299								
"IL"	2012	"Chicago"	"Ward 10 Precinct 11"	527	845	426	89	517	2	271	114	385								
"IL"	2012	"Chicago"	"Ward 10 Precinct 12"	231	426	145	75	222	2	87	77	164								
"IL"	2012	"Chicago"	"Ward 10 Precinct 13"	434	792	380	48	428	2	287	61	348								
"IL"	2012	"Chicago"	"Ward 10 Precinct 14"	546	861	411	117	536	2	238	155	393								
"IL"	2012	"Chicago"	"Ward 10 Precinct 15"	941	1256	924	3	929	2	768	14	782								
"IL"	2012	"Chicago"	"Ward 10 Precinct 16"	357	644	280	63	352	2	159	89	248								
