state	year	county	precinct	g2012_REG_tv	g2012_BALL_tv	cd	g2012_USP_tv	g2012_USP_dv	g2012_USP_rv	g2012_USH_dv	g2012_USH_rv	g2012_USH_tv	cd2	g2012_USH_dv2	g2012_USH_rv2	g2012_USH_tv2	cd3	g2012_USH_dv3	g2012_USH_rv3	g2012_USH_tv3
"AL"	2012	"Jefferson"	"5707 GLEN OAKS ELEMENTARY"	1784	1446	7	1445	1393	51	1386	49	1435								
"AL"	2012	"Jefferson"	"5708 SAINT MARYS CATH"	464	360	7	359	347	11	346	10	356								
"AL"	2012	"Jefferson"	"5709 MIDFIELD COMM CEN"	3236	2464	7	2455	2193	258	2217	217	2434								
"AL"	2012	"Jefferson"	"5711 BRIGHTON SENIOR CIT"	2020	1452	7	1452	1430	21	1405	24	1429								
"AL"	2012	"Jefferson"	"5712 1ST BAPT. RSVT."	1044	808	7	806	799	7	776	19	795								
"AL"	2012	"Jefferson"	"5713 BRYANT CHAPEL CHURCH"	840	623	7	623	616	6	612	6	618								
"AL"	2012	"Jefferson"	"5714 MOUNT OLIVE BAPTIST"	452	356	7	356	353	3	347	4	351								
"AL"	2012	"Jefferson"	"5715 WENONAH ELEM SCH"	1020	765	7	760	756	3	746	8	754								
"AL"	2012	"Jefferson"	"5716 MT ZION BAPTIST CHUR"	1470	1109	7	1109	1098	11	1079	15	1094								
"AL"	2012	"Jefferson"	"5801 GATE CITY ELEM SCH"	1340	1076	7	1075	1065	8	1045	9	1054								
"AL"	2012	"Jefferson"	"5802 BARRETT ELEM SCH"	1336	1106	7	1101	1060	37	1049	36	1085								
"AL"	2012	"Jefferson"	"5803 NEW RISING STAR"	974	691	7	688	666	21	655	24	679								
"AL"	2012	"Jefferson"	"5804 ROBINSON ELEM"	2892	2198	7	2191	1936	249	1932	231	2163								
"AL"	2012	"Jefferson"	"5805 DON HAWKINS PK & REC"	2172	1688	7	1677	1087	576	1111	522	1633								
"AL"	2012	"Jefferson"	"5806 GASKINS MID. SCHOOL"	2114	1696	7	1692	1329	353	1363	312	1675								
"AL"	2012	"Jefferson"	"5807 FIRE STATION 29, BHM"	1392	1112	7	1111	1101	9	1088	14	1102								
"AL"	2012	"Jefferson"	"5808 SUN VAL ELEM SCH"	2700	2255	7	2249	2069	177	2064	172	2236								
"AL"	2012	"Jefferson"	"5809 LM. SMITH MID SCH"	3338	2612	7	2604	2173	425	2198	383	2581								
"AL"	2012	"Jefferson"	"5810 LADY OF LDS CHRCH"	2332	1857	7	1855	1442	405	1469	364	1833								
"AL"	2012	"Jefferson"	"5901 KETONA NURSING"	2026	1461	6	1455	867	571	886	557	1443								
"AL"	2012	"Jefferson"	"5902 FULTONDALE SR"	2202	1662	6	1659	354	1282	396	1227	1623	7	1	1	2				
"AL"	2012	"Jefferson"	"5903 HOOPER CITY REC"	1332	1022	7	1021	993	28	988	26	1014								
"AL"	2012	"Jefferson"	"5904 WRIGHTS CHAPEL UMC"	1334	1038	7	1037	1031	3	1003	8	1011								
"AL"	2012	"Jefferson"	"5905 N BIRMINGHAM REC CNT"	1332	927	7	923	911	11	887	14	901								
"AL"	2012	"Jefferson"	"5906 NORWOOD COMM CNTR"	1460	1115	7	1112	1097	12	1081	14	1095								
"AL"	2012	"Jefferson"	"5907 HUDSON MIDDLE SCHOOL"	1570	1209	7	1208	1205	3	1179	8	1187								
"AL"	2012	"Jefferson"	"5908 HARRIMAN PARK REC CT"	382	296	7	296	293	2	287	4	291								
"AL"	2012	"Jefferson"	"5909 INGLENOOK ELEM SCH"	1804	1384	7	1384	1347	36	1325	40	1365								
"AL"	2012	"Jefferson"	"5910 TARRANT CITY HALL"	2628	1713	7	1705	1181	516	1209	448	1657								
"AL"	2012	"Jefferson"	"5912 CALVARY CHRISTIAN CH"	956	700	7	696	656	35	658	33	691								
"AL"	2012	"Jefferson"	"5913 SHEPHERD CENTER EAST"	962	676	7	674	616	57	606	60	666								
"AL"	2012	"Jefferson"	"6001 MAURICE LW COM CT"	1344	919	6	915	349	560	393	506	899								
"AL"	2012	"Jefferson"	"6002 BROOKSIDE CITY HL"	832	619	6	618	148	463	175	438	613								
"AL"	2012	"Jefferson"	"6003 FULTONDALE FIRST BAP"	2220	1762	6	1754	535	1197	586	1146	1732								
"AL"	2012	"Jefferson"	"6004 FIRE STATION #1, HIL"	1692	1275	7	1269	1035	231	1036	214	1250								
"AL"	2012	"Jefferson"	"6005 FORESTDALE SQU"	4060	3262	7	3256	2630	608	2658	557	3215								
"AL"	2012	"Jefferson"	"6006 SANDUSKY COMM PK"	1136	861	6	859	500	349	495	344	839								
"AL"	2012	"Jefferson"	"6007 S. HAMPTON SCHOOL"	1940	1500	7	1499	1468	31	1431	35	1466								
"AL"	2012	"Jefferson"	"6008 BETHEL BAPT. CHR."	2674	2031	7	2028	2013	12	1997	17	2014								
"AL"	2012	"Jefferson"	"6009 MOUNT HEBRON BAPTIST"	888	696	7	694	678	15	671	12	683								
"AL"	2012	"Jefferson"	"6010 LIVELY HOPE BAPTIST"	752	606	7	604	601	2	593	2	595								
"AL"	2012	"Jefferson"	"6011 MORNINGSTAR BAPTIST"	196	173	7	173	172	1	169	1	170								
"AL"	2012	"Jefferson"	"6012 E ENSLEY PUBLIC LIB"	1296	1045	7	1041	1035	5	1026	6	1032								
"AL"	2012	"Jefferson"	"6013 WOODROW WILSON ELEM"	1368	847	7	844	805	32	791	35	826								
"AL"	2012	"Jefferson"	"6014 MINOR ELEM SCH"	2124	1644	7	1640	1612	22	1590	30	1620								
"AL"	2012	"Jefferson"	"BESSEMER ABSENTEE"	0	2709	7	2711	1709	997	1244	295	1539	6	465	674	1139				
"AL"	2012	"Jefferson"	"BIRMINGHAM ABSENTEE"	0	6886	6	6865	3476	3343	1249	2820	4069	7	2213	449	2662				
"AL"	2012	"Jefferson"	"PROVISIONAL"	0	0	6	0	0	0	0	0	0	7	0	0	0				
"AL"	2012	"Lamar"	"ABSENTEE"	0	494	4	467	154	310	265	194	459								
"AL"	2012	"Lamar"	"BEAVERTON CITY HALL NORTH"	0	50	4	49	12	37	16	31	47								
"AL"	2012	"Lamar"	"BEAVERTON CITY HALL SOUTH"	0	160	4	159	25	133	61	95	156								
"AL"	2012	"Lamar"	"BEDFORD MILITARY"	0	151	4	144	41	103	71	72	143								
"AL"	2012	"Lamar"	"BLOOMING GROVE"	0	55	4	53	3	50	10	44	54								
"AL"	2012	"Lamar"	"CREWS METHODIST CHURCH"	0	206	4	201	25	176	101	102	203								
"AL"	2012	"Lamar"	"CROSSVILLE LAWR."	0	215	4	214	52	158	94	118	212								
"AL"	2012	"Lamar"	"DETROIT CITY HALL"	0	309	4	307	83	223	149	149	298								
"AL"	2012	"Lamar"	"FAIRVIEW SIZEMORE"	0	63	4	61	29	32	32	26	58								
"AL"	2012	"Lamar"	"FERNBANK COMMUNITY CENTER"	0	186	4	185	15	168	35	145	180								
"AL"	2012	"Lamar"	"GUIN MT OLIVE"	0	103	4	103	11	91	21	76	97								
"AL"	2012	"Lamar"	"HENSON SPRINGS FIRE STAT"	0	73	4	71	10	60	29	42	71								
"AL"	2012	"Lamar"	"HIGHTOGY RIDGE"	0	179	4	174	26	147	58	114	172								
"AL"	2012	"Lamar"	"KENNEDY COMMUNITY CENTER"	0	542	4	539	70	461	131	396	527								
"AL"	2012	"Lamar"	"MILLPORT LIBRARY"	0	537	4	534	235	296	249	263	512								
"AL"	2012	"Lamar"	"MOLLOY BETTS"	0	214	4	207	21	182	66	141	207								
"AL"	2012	"Lamar"	"MT. PLEASANT CURRY"	0	93	4	92	6	85	20	67	87								
"AL"	2012	"Lamar"	"PINE SPRINGS"	0	169	4	166	27	137	78	82	160								
"AL"	2012	"Lamar"	"PROVISIONAL"	0	0	4	0	0	0	0	0	0								
"AL"	2012	"Lamar"	"STAR. COMMUNITY CENTER"	0	89	4	87	5	81	6	78	84								
"AL"	2012	"Lamar"	"STRICKLAND KINGVILLE"	0	121	4	120	11	108	23	96	119								
"AL"	2012	"Lamar"	"SULLIGENT CITY HALL NORTH"	0	937	4	920	276	635	572	335	907								
"AL"	2012	"Lamar"	"SULLIGENT CITY HALL SOUTH"	0	363	4	358	120	237	225	134	359								
"AL"	2012	"Lamar"	"TRULL"	0	114	4	113	0	113	11	95	106								
"AL"	2012	"Lamar"	"VAILS"	0	196	4	195	5	190	22	158	180								
"AL"	2012	"Lamar"	"VERNON ARMORY EAST"	0	639	4	633	127	503	238	382	620								
"AL"	2012	"Lamar"	"VERNON ARMORY WEST"	0	1016	4	1007	254	737	393	589	982								
"AL"	2012	"Lauderdale"	"1ST PRESBYTERIAN CHURCH"	0	755	5	745	445	288	424	298	722								
"AL"	2012	"Lauderdale"	"ABSENTEE"	0	1832	5	1787	519	1255	528	1203	1731								
"AL"	2012	"Lauderdale"	"ANDERSON TOWN HALL"	0	810	5	788	247	514	270	504	774								
"AL"	2012	"Lauderdale"	"BROADWAY REC. CENTER"	0	787	5	782	420	347	414	340	754								
"AL"	2012	"Lauderdale"	"CENTER STAR 1ST BAPTIST"	0	2060	5	2035	529	1476	570	1434	2004								
"AL"	2012	"Lauderdale"	"CENTRAL BAPTIST CHURCH"	0	545	5	542	348	186	321	197	518								
"AL"	2012	"Lauderdale"	"CENTRAL COMM. CENTER"	0	1262	5	1233	335	883	361	848	1209								
"AL"	2012	"Lauderdale"	"CLOVERDALE COMM. CENTER"	0	1187	5	1164	306	835	333	802	1135								
"AL"	2012	"Lauderdale"	"CO BOARD OF ED ADM BLDG"	0	1282	5	1274	288	973	294	933	1227								
"AL"	2012	"Lauderdale"	"E CAMPUS WOODMONT BAP CH"	0	844	5	835	237	591	247	574	821								
"AL"	2012	"Lauderdale"	"ELGIN CROSSROADS SEN CTR"	0	1178	5	1165	337	812	358	778	1136								
"AL"	2012	"Lauderdale"	"FLORENCE - HARLAN SCHOOL"	0	777	5	766	362	390	356	391	747								
"AL"	2012	"Lauderdale"	"FLORENCE - HIBBETT SCHOOL"	0	758	5	746	295	441	311	413	724								
"AL"	2012	"Lauderdale"	"FLORENCE - HIGH SCHOOL"	0	1225	5	1211	482	718	480	678	1158								
"AL"	2012	"Lauderdale"	"FLORENCE - MIDDLE SCHOOL"	0	452	5	448	172	262	179	254	433								
"AL"	2012	"Lauderdale"	"FLORENCE BLVD CH CHRIST"	0	903	5	893	248	634	254	613	867								
"AL"	2012	"Lauderdale"	"FLORENCE-FOREST HILL SCH"	0	2039	5	2020	563	1426	576	1412	1988								
"AL"	2012	"Lauderdale"	"FLORENCE-MARS HILL SCHOOL"	0	2293	5	2275	582	1667	607	1622	2229								
"AL"	2012	"Lauderdale"	"GRADY RICHARDS CTR."	0	400	5	396	177	211	174	215	389								
"AL"	2012	"Lauderdale"	"GREENHILL SENIOR CENTER"	0	2600	5	2547	768	1749	815	1658	2473								
"AL"	2012	"Lauderdale"	"HANDY RECREATION CENTER"	0	743	5	740	703	35	665	47	712								
"AL"	2012	"Lauderdale"	"HIGHLAND BAPTIST CHURCH"	0	1170	5	1165	569	576	559	577	1136								
"AL"	2012	"Lauderdale"	"KILLEN BAPTIST CHURCH"	0	2222	5	2188	540	1619	587	1564	2151								
"AL"	2012	"Lauderdale"	"LEXINGTON SENIOR CENTER"	0	1068	5	1041	300	726	338	696	1034								
"AL"	2012	"Lauderdale"	"OAKLAND FIRE STATION"	0	996	5	986	359	621	372	596	968								
"AL"	2012	"Lauderdale"	"PROVISIONAL"	0	0	5	0	0	0	0	0	0								
"AL"	2012	"Lauderdale"	"ROGERSVILLE SENIOR CENTER"	0	1947	5	1929	570	1339	588	1290	1878								
"AL"	2012	"Lauderdale"	"SHERROD AVE CH OF CHRIST"	0	899	5	888	605	271	599	270	869								
"AL"	2012	"Lauderdale"	"ST. FLORIAN SEN. CENTER"	0	1117	5	1104	253	837	291	794	1085								
"AL"	2012	"Lauderdale"	"STEWARTVILLE CH OF CHRIST"	0	718	5	706	195	503	190	498	688								
"AL"	2012	"Lauderdale"	"UNDERWOOD COMM. CENTER"	0	1431	5	1416	416	984	453	924	1377								
"AL"	2012	"Lauderdale"	"WATERLOO COMM. CENTER"	0	250	5	248	73	170	69	169	238								
"AL"	2012	"Lauderdale"	"ZIP CITY COMMUNITY CENTER"	0	854	5	845	261	563	284	536	820								
"AL"	2012	"Lawrence"	"ABSENTEE"	0	453	4	424	144	276	145	271	416								
"AL"	2012	"Lawrence"	"AYCOCK BUILDING 18-1"	0	477	4	469	122	338	119	328	447								
"AL"	2012	"Lawrence"	"BOARD OF EDUCATION 25-1"	0	1094	4	1071	288	777	269	780	1049								
"AL"	2012	"Lawrence"	"CADDO FIRE STATION 33-1"	0	1049	4	1042	188	838	193	827	1020								
"AL"	2012	"Lawrence"	"CADDO SENIOR CITIZEN SITE 34-1"	0	984	4	974	210	746	202	752	954								
"AL"	2012	"Lawrence"	"CHALYBEATE FIRE DEPT 17-1"	0	681	4	666	137	519	142	508	650								
"AL"	2012	"Lawrence"	"DONALD CHURCH 7-1 & 8-1"	0	363	4	348	131	213	145	214	359								
"AL"	2012	"Lawrence"	"FAIRFIELD CHURCH 22-1 & 30-1"	0	242	4	239	61	173	62	169	231								
"AL"	2012	"Lawrence"	"FLAT ROCK NEW ZION 11-1"	0	191	4	180	42	130	43	140	183								
"AL"	2012	"Lawrence"	"FREEMAN TABERNACLE 26-1"	0	221	4	221	208	12	196	15	211								
"AL"	2012	"Lawrence"	"HATTON CHURCH OF CHRIST 13-1"	0	707	4	690	245	439	251	425	676								
"AL"	2012	"Lawrence"	"HILLSBORO CITY HALL 1-1"	0	458	4	456	385	68	376	64	440								
"AL"	2012	"Lawrence"	"HILLSBORO V.F.D. 4-1"	0	376	4	370	227	140	223	147	370								
"AL"	2012	"Lawrence"	"KITCHENS MILL 29-1 & 35-1"	0	581	4	577	130	441	128	441	569								
"AL"	2012	"Lawrence"	"LANDERSVILLE METHODIST 12-1"	0	313	4	310	91	216	90	212	302								
"AL"	2012	"Lawrence"	"LAWRENCE HEALTH DEPT 19-1"	0	748	4	735	221	509	206	503	709								
"AL"	2012	"Lawrence"	"LINDSEY HALL CHURCH 31-1"	0	45	4	43	12	28	14	29	43								
"AL"	2012	"Lawrence"	"LOOSIER CHURCH OF CHRIST 16-1"	0	292	4	285	94	190	98	186	284								
"AL"	2012	"Lawrence"	"MCCARLEY CENTER 6-1"	0	341	4	333	172	159	149	164	313								
"AL"	2012	"Lawrence"	"MOULTON CITY HALL 24-1"	0	218	4	214	38	168	39	169	208								
"AL"	2012	"Lawrence"	"MT. HOPE FIRE STATION 9-1"	0	445	4	438	104	325	88	315	403								
"AL"	2012	"Lawrence"	"MT. MORIAH CHURCH 15-1 & 21-1"	0	510	4	501	149	346	156	324	480								
"AL"	2012	"Lawrence"	"N. COURTLAND SR. C.C. 2-1"	0	525	4	525	494	30	477	32	509								
"AL"	2012	"Lawrence"	"PINE GROVE HOLY CHURCH 36-1"	0	504	4	498	81	411	75	416	491								
"AL"	2012	"Lawrence"	"PINEY GROVE CHURCH 32-1"	0	89	4	89	21	64	23	65	88								
"AL"	2012	"Lawrence"	"PLEASANT GR 14 20 23 27-1"	0	501	4	492	95	390	100	372	472								
"AL"	2012	"Lawrence"	"PROVISIONAL"	0	32	4	30	13	17	12	20	32								
"AL"	2012	"Lawrence"	"RED BANK FIRE STATION 3-1"	0	397	4	397	329	67	315	71	386								
"AL"	2012	"Lawrence"	"SPEAKE VOL FIRE 28-1"	0	648	4	638	203	427	213	415	628								
"AL"	2012	"Lawrence"	"TOWN CREEK COMMUNITY 5-1"	0	458	4	455	323	132	316	127	443								
"AL"	2012	"Lawrence"	"WOLF SPRINGS COMMUNITY 10-1"	0	414	4	402	111	285	123	272	395								
"AL"	2012	"Lee"	"ABSENTEE"	0	2520	3	2472	888	1562	832	1583	2415								
"AL"	2012	"Lee"	"AUBURN UMC ANNEX"	0	4247	3	4220	1826	2300	1694	2435	4129								
"AL"	2012	"Lee"	"BEAUREGARD SCHOOL GYM"	0	2095	3	2081	714	1337	687	1365	2052								
"AL"	2012	"Lee"	"BEULAH FIRE DEPT."	0	1223	3	1222	173	1041	180	1018	1198								
"AL"	2012	"Lee"	"BEULAH HIGH SCHOOL"	0	880	3	879	98	771	97	756	853								
"AL"	2012	"Lee"	"BOYKIN COMMUNITY CENTER"	0	1543	3	1535	1226	291	1190	315	1505								
"AL"	2012	"Lee"	"COVINGTON PARK COMM. CTR."	0	1904	3	1901	1732	162	1691	191	1882								
"AL"	2012	"Lee"	"DEAN ROAD REC. CTR."	0	3954	3	3921	1439	2376	1325	2471	3796								
"AL"	2012	"Lee"	"EAMC HEALTH RESOURCE CTR."	0	2700	3	2689	986	1666	927	1720	2647								
"AL"	2012	"Lee"	"FARMVILLE VFD"	0	861	3	855	219	629	194	654	848								
"AL"	2012	"Lee"	"GLENWOOD SCHOOL"	0	3015	3	3004	666	2319	641	2301	2942								
"AL"	2012	"Lee"	"LEE COUNTY SNACKS"	0	821	3	819	413	402	386	415	801								
"AL"	2012	"Lee"	"LEXINGTON HOTEL"	0	7041	3	6993	2255	4587	2071	4708	6779								
"AL"	2012	"Lee"	"LOACHAPOKA COMMUNITY CENTER"	0	1380	3	1372	934	427	879	453	1332								
"AL"	2012	"Lee"	"NATIONAL GUARD ARMORY"	0	3839	3	3823	1056	2723	985	2788	3773								
"AL"	2012	"Lee"	"NATIONAL GUARD AUBURN"	0	2767	3	2752	1067	1611	976	1714	2690								
"AL"	2012	"Lee"	"OPELIKA LEARNING CTR."	0	2424	3	2410	1877	517	1827	541	2368								
"AL"	2012	"Lee"	"OPELIKA RECREATION CTR."	0	1929	3	1910	650	1238	602	1278	1880								
"AL"	2012	"Lee"	"PINE GROVE UN. METHODIST"	0	1070	3	1062	317	734	299	745	1044								
"AL"	2012	"Lee"	"PROVISIONAL"	0	0	3	0	0	0	0	0	0								
"AL"	2012	"Lee"	"SMITH STATION AUDITORIUM"	0	4810	3	4798	1574	3176	1544	3168	4712								
"AL"	2012	"Lee"	"SR. CTR. SMITH STATION"	0	2038	3	2035	616	1398	585	1408	1993								
"AL"	2012	"Lee"	"UPTOWN MARVYN"	0	301	3	300	171	128	160	134	294								
"AL"	2012	"Lee"	"UPTOWN WAVERLY"	0	258	3	257	150	101	139	110	249								
"AL"	2012	"Lee"	"WACOOCHEE JR. HIGH SCHOOL"	0	806	3	805	227	566	225	557	782								
"AL"	2012	"Limestone"	"ABSENTEE"	0	1800	5	1790	463	1310	465	1282	1747								
"AL"	2012	"Limestone"	"ARDMORE TOWN HALL"	1837	1198	5	1192	207	981	219	944	1163								
"AL"	2012	"Limestone"	"ATHENS RECREATION CENTER"	3325	2256	5	2239	556	1667	549	1647	2196								
"AL"	2012	"Limestone"	"ATHENS SENIOR CENTER"	2071	1228	5	1221	458	750	445	753	1198								
"AL"	2012	"Limestone"	"BELMORE BAPTIST CHURCH"	966	727	5	725	426	293	424	289	713								
"AL"	2012	"Limestone"	"CAPSHAW BAPTIST CHURCH"	4216	2993	5	2976	815	2125	813	2129	2942								
"AL"	2012	"Limestone"	"CLEMENTS BAPTIST CHURCH"	1614	1041	5	1028	242	779	244	765	1009								
"AL"	2012	"Limestone"	"CREEKSIDE ELEMENTARY SCHOOL"	2019	1388	5	1384	443	928	442	922	1364								
"AL"	2012	"Limestone"	"ELKMONT FIRE DEPARTMENT"	1870	1189	5	1176	251	919	245	902	1147								
"AL"	2012	"Limestone"	"ELKTON ROAD BAPTIST CHURCH"	1598	983	5	974	222	741	244	715	959								
"AL"	2012	"Limestone"	"FIRST BAPTIST CHURCH TANNER"	938	578	5	577	324	249	325	241	566								
"AL"	2012	"Limestone"	"FRIENDSHIP UNITED METHODIST"	2858	1991	5	1978	487	1465	520	1417	1937								
"AL"	2012	"Limestone"	"GOODSPRINGS COMMUNITY"	450	283	5	281	52	223	49	216	265								
"AL"	2012	"Limestone"	"ISOMS CHAPEL UNITED METH"	4172	2930	5	2908	594	2282	612	2253	2865								
"AL"	2012	"Limestone"	"JOHNSON ELEMENTARY SCHOOL"	1653	1140	5	1136	187	937	198	913	1111								
"AL"	2012	"Limestone"	"LAMB OF GOD LUTHERAN CHURCH"	2677	2054	5	2045	604	1417	590	1430	2020								
"AL"	2012	"Limestone"	"LESTER TOWN HALL"	173	110	5	109	30	78	37	68	105								
"AL"	2012	"Limestone"	"NATIONAL GUARD ARMORY"	3542	2527	5	2514	503	1982	541	1937	2478								
"AL"	2012	"Limestone"	"OWENS SENIOR CENTER"	3711	2364	5	2347	469	1853	471	1797	2268								
"AL"	2012	"Limestone"	"PLEASANT GROVE FIRE"	890	623	5	609	100	502	126	470	596								
"AL"	2012	"Limestone"	"PROVISIONAL"	0	0	5	0	0	0	0	0	0								
"AL"	2012	"Limestone"	"RIPLEY (WOW HALL)"	783	523	5	521	153	365	151	360	511								
"AL"	2012	"Limestone"	"ROUND ISLAND BAPTIST CHURCH"	2932	1800	5	1784	696	1071	688	1073	1761								
"AL"	2012	"Limestone"	"ST MARK PRIMITIVE BAP CH"	2830	1979	5	1974	1214	754	1192	745	1937								
"AL"	2012	"Limestone"	"WEST LIMESTONE FIRE"	844	559	5	550	121	428	126	410	536								
"AL"	2012	"Limestone"	"WOOLEY SPRINGS BAPTIST CHURCH"	2069	1374	5	1368	192	1164	204	1139	1343								
"AL"	2012	"Lowndes"	"ABSENTEE"	0	360	7	326	244	82	241	70	311								
"AL"	2012	"Lowndes"	"BETHEL CHURCH"	0	481	7	481	416	65	403	56	459								
"AL"	2012	"Lowndes"	"G. E. COMMUNITY CENTER"	0	480	7	477	347	129	359	108	467								
"AL"	2012	"Lowndes"	"HAYNEVILLE COURTHOUSE ANNEX"	0	915	7	914	750	160	711	153	864								
"AL"	2012	"Lowndes"	"INDUSTRIAL PARK BUILDING"	0	452	7	451	170	276	190	239	429								
"AL"	2012	"Lowndes"	"LILY BAPTIST CHURCH"	0	204	7	204	103	99	113	76	189								
"AL"	2012	"Lowndes"	"LOWNDESBORO COMMUNITY CENTER"	0	471	7	465	115	349	149	294	443								
"AL"	2012	"Lowndes"	"MOSSES TOWN HALL"	0	1043	7	1043	1030	13	965	17	982								
"AL"	2012	"Lowndes"	"NATIONAL GUARD ARMORY"	0	908	7	907	690	215	689	185	874								
"AL"	2012	"Lowndes"	"NEW HOPE CHRISTIAN CHURCH"	0	420	7	419	412	7	386	7	393								
"AL"	2012	"Lowndes"	"OLD MASONIC HALL"	0	536	7	534	414	120	405	101	506								
"AL"	2012	"Lowndes"	"PROVISIONAL"	0	0	7	0	0	0	0	0	0								
"AL"	2012	"Lowndes"	"SANDY RIDGE COMMUNITY CENTER"	0	355	7	353	186	165	203	143	346								
"AL"	2012	"Lowndes"	"WHITEHALL TOWN HALL"	0	945	7	945	870	74	867	54	921								
"AL"	2012	"Macon"	"ABSENTEE"	0	447	3	429	387	42	361	61	422								
"AL"	2012	"Macon"	"BROWNVILLE VOL. FIRE"	0	346	3	346	282	64	263	68	331								
"AL"	2012	"Macon"	"CHISHOLM COMMUNITY CENTER"	0	260	3	258	129	129	119	131	250								
"AL"	2012	"Macon"	"DISTRICT 4 COMMUNITY CENTER"	0	445	3	442	230	208	211	224	435								
"AL"	2012	"Macon"	"DISTRICT 4 RECREATION"	0	294	3	291	283	7	261	23	284								
"AL"	2012	"Macon"	"FORT DAVIS OLD DIST. 2 SCHOOL"	0	292	3	291	273	18	260	21	281								
"AL"	2012	"Macon"	"FRANKLIN TOWN HALL"	0	663	3	661	516	145	474	167	641								
"AL"	2012	"Macon"	"MARGARET MURRY WASH.HALL"	0	822	3	820	814	3	784	17	801								
"AL"	2012	"Macon"	"NATIONAL GUARD ARMORY"	0	1359	3	1357	1331	25	1234	90	1324								
"AL"	2012	"Macon"	"NOTASULGA TOWN HALL"	0	893	3	887	497	388	466	399	865								
"AL"	2012	"Macon"	"OLD PRAIRIE FARM SCHOOL"	0	799	3	798	640	157	553	204	757								
"AL"	2012	"Macon"	"PROVISIONAL"	0	0	3	0	0	0	0	0	0								
"AL"	2012	"Macon"	"SOJOURNER COMMUNITY CENTER"	0	1501	3	1497	1473	22	1346	104	1450								
"AL"	2012	"Macon"	"TUSKEGEE MUNICIPAL COMPLEX"	0	1576	3	1571	1523	45	1399	106	1505								
"AL"	2012	"Macon"	"VOLUNTEER FIRE STATION"	0	340	3	340	289	50	279	58	337								
"AL"	2012	"Macon"	"WARRIOR DIST.2 REC CENTER"	0	398	3	397	378	19	358	30	388								
"AL"	2012	"Madison"	"1ST BAPTIST CHURCH"	0	2565	5	2552	780	1740	751	1732	2483								
"AL"	2012	"Madison"	"A & M AGRIBITION"	0	4138	5	4112	1498	2570	1450	2604	4054								
"AL"	2012	"Madison"	"A & M UNIVERSITY NEW GYM"	0	2001	5	1998	1975	17	1933	33	1966								
"AL"	2012	"Madison"	"ABSENTEE"	0	8839	5	8716	3183	5439	3023	5514	8537								
"AL"	2012	"Madison"	"AIRPORT ROAD FIRE STATION 6"	0	984	5	980	662	305	631	335	966								
"AL"	2012	"Madison"	"ALDERSGATE UNITED METHODIST"	0	3232	5	3209	822	2330	736	2413	3149								
"AL"	2012	"Madison"	"ALL NATIONS CHURCH"	0	2400	5	2382	1293	1048	1194	1142	2336								
"AL"	2012	"Madison"	"BOBO VOLUNTEER FIRE"	0	2044	5	2027	510	1492	515	1486	2001								
"AL"	2012	"Madison"	"BROWNSBORO BAPTIST CHURCH"	0	1706	5	1697	440	1233	433	1221	1654								
"AL"	2012	"Madison"	"CAVALRY FRIENDSHIP CENTER"	0	1406	5	1398	1284	107	1183	159	1342								
"AL"	2012	"Madison"	"CHARLES STONE AG. CENTER"	0	667	5	663	517	140	491	154	645								
"AL"	2012	"Madison"	"COMMUNITY FELLOWS"	0	2423	5	2406	624	1732	604	1778	2382								
"AL"	2012	"Madison"	"COUNTY COMMISSION DISTRICT 1"	0	1687	5	1669	406	1251	393	1223	1616								
"AL"	2012	"Madison"	"COVE UNITED METHODIST CH."	0	3158	5	3147	562	2566	554	2531	3085								
"AL"	2012	"Madison"	"COVENANT PRESBYTERIAN CHURCH"	0	2017	5	2006	452	1532	469	1496	1965								
"AL"	2012	"Madison"	"DR. RICHARD SHOWERS CENTER"	0	1603	5	1594	1516	75	1441	107	1548								
"AL"	2012	"Madison"	"FAITH LUTHERAN"	0	3097	5	3083	1253	1784	1191	1840	3031								
"AL"	2012	"Madison"	"FIRE & RESCUE"	0	1164	5	1159	903	246	869	260	1129								
"AL"	2012	"Madison"	"FIRST BAPT. MERIDANVILLE"	0	1512	5	1500	616	872	599	886	1485								
"AL"	2012	"Madison"	"FIRST CHURCH OF GOD MADISON"	0	1624	5	1617	491	1105	450	1145	1595								
"AL"	2012	"Madison"	"FIRST MISSIONARY BAPTIST"	0	2071	5	2061	1867	186	1800	220	2020								
"AL"	2012	"Madison"	"GRACE UNITED METHODIST"	0	2275	5	2266	1142	1095	1085	1129	2214								
"AL"	2012	"Madison"	"GURLEY CITY HALL"	0	980	5	968	251	707	234	717	951								
"AL"	2012	"Madison"	"HAMPTON COVE CHURCH"	0	1470	5	1464	264	1183	258	1176	1434								
"AL"	2012	"Madison"	"HAROLD HARBIN GYM"	0	1538	5	1521	279	1230	290	1211	1501								
"AL"	2012	"Madison"	"HARVEST BAPTIST CHURCH"	0	2094	5	2082	1009	1048	970	1087	2057								
"AL"	2012	"Madison"	"HILLWOOD BAPTIST CHURCH"	0	2822	5	2808	795	1949	748	2016	2764								
"AL"	2012	"Madison"	"J E WILLIAMS ELEMENTARY"	0	2719	5	2706	1210	1440	1175	1481	2656								
"AL"	2012	"Madison"	"JACKSON WAY BAPTIST"	0	1378	5	1370	567	754	555	778	1333								
