fips,county,candidate,votes
02188,Northwest Arctic Borough,Write-In,0
02188,Northwest Arctic Borough,Johnson,3
02188,Northwest Arctic Borough,Obama,58
02188,Northwest Arctic Borough,Romney,32
02188,Northwest Arctic Borough,Stein,0
02188,Northwest Arctic Borough,Write-In,0
02188,Northwest Arctic Borough,Johnson,1
02188,Northwest Arctic Borough,Obama,30
02188,Northwest Arctic Borough,Romney,3
02188,Northwest Arctic Borough,Stein,0
02188,Northwest Arctic Borough,Write-In,0
02188,Northwest Arctic Borough,Johnson,18
02188,Northwest Arctic Borough,Obama,481
02188,Northwest Arctic Borough,Romney,220
02188,Northwest Arctic Borough,Stein,12
02188,Northwest Arctic Borough,Write-In,5
02188,Northwest Arctic Borough,Johnson,4
02188,Northwest Arctic Borough,Obama,82
02188,Northwest Arctic Borough,Romney,47
02188,Northwest Arctic Borough,Stein,2
02188,Northwest Arctic Borough,Write-In,1
02188,Northwest Arctic Borough,Johnson,6
02188,Northwest Arctic Borough,Obama,77
02188,Northwest Arctic Borough,Romney,59
02188,Northwest Arctic Borough,Stein,2
02188,Northwest Arctic Borough,Write-In,0
02185,North Slope Borough,Johnson,4
02185,North Slope Borough,Obama,68
02185,North Slope Borough,Romney,41
02185,North Slope Borough,Stein,1
02185,North Slope Borough,Write-In,0
02185,North Slope Borough,Johnson,1
02185,North Slope Borough,Obama,118
02185,North Slope Borough,Romney,38
02185,North Slope Borough,Stein,1
02185,North Slope Borough,Write-In,0
02185,North Slope Borough,Johnson,0
02185,North Slope Borough,Obama,24
02185,North Slope Borough,Romney,14
02185,North Slope Borough,Stein,2
02185,North Slope Borough,Write-In,0
02188,Northwest Arctic Borough,Johnson,4
02188,Northwest Arctic Borough,Obama,108
02188,Northwest Arctic Borough,Romney,33
02188,Northwest Arctic Borough,Stein,3
02188,Northwest Arctic Borough,Write-In,0
02188,Northwest Arctic Borough,Johnson,0
02188,Northwest Arctic Borough,Obama,66
02188,Northwest Arctic Borough,Romney,10
02188,Northwest Arctic Borough,Stein,0
02188,Northwest Arctic Borough,Write-In,0
02185,North Slope Borough,Johnson,3
02185,North Slope Borough,Obama,93
02185,North Slope Borough,Romney,56
02185,North Slope Borough,Stein,2
02185,North Slope Borough,Write-In,1
,Absentee/Early/Question,Johnson,6
,Absentee/Early/Question,Obama,241
,Absentee/Early/Question,Romney,229
,Absentee/Early/Question,Stein,4
,Absentee/Early/Question,Write-In,0
,Absentee/Early/Question,Johnson,0
,Absentee/Early/Question,Obama,3
,Absentee/Early/Question,Romney,0
,Absentee/Early/Question,Stein,0
,Absentee/Early/Question,Write-In,0
,Absentee/Early/Question,Johnson,5
,Absentee/Early/Question,Obama,157
,Absentee/Early/Question,Romney,99
,Absentee/Early/Question,Stein,5
,Absentee/Early/Question,Write-In,2
